id,tender_id,title,description,issuing_authority,department,source_portal,source_url,publish_date,deadline_date,tender_value,currency,category,sub_category,location,attachments,contact_email,contact_phone,last_checked,status,verification_score,supplier_matches,ai_analysis,created_at,updated_at
33460,,220/17/TT/954/23,220/17/TT/954/23Request for Proposal (RFP) for Empanelment of Event Management Agencies.24/05/2023,Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/NIT954EmpanelmentofEventMgtAgencies.pdf,2023-05-24T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.970992,open,50,[],,2026-03-04T10:13:30.237325,2026-03-04T11:15:54.970992
33462,,12/32/HC/Est/22-23/999/23,"12/32/HC/Est/22-23/999/23Operation and Maintenance of Mithila Haat in Madhubani district, Bihar.09/05/2023",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/Notice999LeaseMithilaHaat.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.973357,open,50,[],,2026-03-04T10:13:30.243276,2026-03-04T11:15:54.973357
33463,,12/34/HC/Est/22-23/575/23,"12/34/HC/Est/22-23/575/23Selection  of  Operator for Operation and Maintenance of  State Guest House & Mahabodhi Cultural Centre at Bodhgaya, Bihar.17/04/2023",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/OMofStateGHCulturalCentreBodhgaya575.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.975577,open,50,[],,2026-03-04T10:13:30.245288,2026-03-04T11:15:54.975577
33464,,12/32/HC/Est/22-23/358/23,"12/32/HC/Est/22-23/358/23Operation and Maintenance of Mithila Haat in Madhubani District, Bihar.[See Cancellation Notice]04/04/2023",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/NIT for Lease of Mithila Haat358 - 24.02.2023.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.976577,open,50,[],,2026-03-04T10:13:30.248704,2026-03-04T11:15:54.976577
33465,,07/08/HC/Est/17-18/421/23,"07/08/HC/Est/17-18/421/23Hotel Gautam Vihar, Rajgir (Nalanda).23/03/2023",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/GAUTAM VIHAR NIT 421 AGM.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.977579,open,50,[],,2026-03-04T10:13:30.250572,2026-03-04T11:15:54.977579
33466,,319/23/TT/609/23,"319/23/TT/609/23बिहार दिवस-२०२३ के अवसर पर गाँधी मैदान, पटना में व्यंजन मेला का आयोजन हेतु अनुभवी प्रतिष्ठित केटरर/संस्था/उद्यमी से प्रस्ताव का आमंत्रण.17/03/2023",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/Bihar Diwas 2023 Vyanjan Mela609.pdf,2023-03-17T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.977579,open,50,[],,2026-03-04T10:13:30.253571,2026-03-04T11:15:54.977579
33467,,06/13/HC/Est/16-17/PartFile/89/23,06/13/HC/Est/16-17/PartFile/89/23बिहार स्टेट टूरिज्म डेवलपमेंट कॉरपोरेशन लिमिटेड की परिसम्पत्तियों को अनुज्ञप्ति के आधार पर संचालन हेतु निविदा आमंत्रण।15/03/2023,Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/HINDI TENDER  SHOP 89 details.pdf,2023-03-15T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.978580,open,50,[],,2026-03-04T10:13:30.257173,2026-03-04T11:15:54.978580
33468,,319/23/TT/512/23,"319/23/TT/512/23Selection of agency/ firm/ event management company for creation, erection, organization and management of stall/ pandal including decorative lighting and branding of bihar tourism during Bihar Diwas-2023.14/03/2023",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/Draft NIT512 Event Management Agency - Bihar Diwas2023.pdf,2023-03-14T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.978580,open,50,[],,2026-03-04T10:13:30.260324,2026-03-04T11:15:54.978580
33469,,319/232/TT/511/23,319/232/TT/511/23Selection of agency for conducting laser show during Bihar Diwas at various locations.14/03/2023,Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/Draft NIT511 Laser Show - Bihar Diwas2023.pdf,2023-03-14T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.979579,open,50,[],,2026-03-04T10:13:30.262989,2026-03-04T11:15:54.979579
33471,,02/06/34/HC/Est/14-15/PartFile/69/23,"02/06/34/HC/Est/14-15/PartFile/69/23Tender for Properties of Bihar State Tourism Develoment Corporation Ltd. on ""As is Where is"" basis at various locations across Bihar.[See Corrigendum][See Corrigendum2][See Cancellation Notice][See Cancellation Notice]06/03/2023",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/RFP for BSTDC Hotel Lease69.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.980578,open,50,[],,2026-03-04T10:13:30.269414,2026-03-04T11:15:54.980578
33473,,07/14/HC/Est/17-18/134/23,"07/14/HC/Est/17-18/134/23बिहार स्टेट टूरिज्म डेवलपमेंट कॉरपोरेशन लिमिटेड की परिसम्पत्तियों को अनुज्ञप्ति के आधार पर संचालन हेतु “जैसा है, जहाँ है” के आधार पर निविदा आमंत्रण।28/02/2023",Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/HINDI TENDER BANKA 134 details.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.981579,open,50,[],,2026-03-04T10:13:30.275649,2026-03-04T11:15:54.981579
33474,,10/2016/TU/352/23,"10/2016/TU/352/23Taxis required for empanelment for providing passenger services at Jay Prakash Narayan International Airport, Patna27/02/2023",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/Memorandum of Taxi Empanelement  Form352.pdf,2023-02-27T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.981579,open,50,[],,2026-03-04T10:13:30.278652,2026-03-04T11:15:54.981579
33478,,161/15/TT/119/23,"161/15/TT/119/23गाँधी घाट, पटना में “गंगा महाआरती” के समय बिजली व्यवस्था, ध्वनि विस्तारक यन्त्र, आरती का लाइव टेलीकास्ट की व्यवस्था पूजन सामग्री इत्यादी के कार्य हेतु निविदा आमंत्रण सूचना।[See Cancellation Notice]25/01/2023",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2023/Ganga Arti Tender 2023_119.pdf,2023-01-25T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.984582,open,50,[],,2026-03-04T10:13:30.290032,2026-03-04T11:15:54.984582
33481,,74/12/TT/2524/22,"74/12/TT/2524/22भारत पर्व-२०२३ के अवसर पर लाल किला मैदान, नई दिल्ली में बिहार व्यंजन फूड स्टॉल का आयोजन हेतु दर आमंत्रण.16/01/2023",Bihar Tourism,General,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2022/Bharat Parv-2023.pdf,2023-01-16T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.985582,open,50,[],,2026-03-04T10:13:30.298455,2026-03-04T11:15:54.985582
33483,,03/02/Esstt/2021-22/2465/22,03/02/Esstt/2021-22/2465/22Integrated Security Services.10/01/2023,Bihar Tourism,Social Welfare,Bihar Tourism,https://bstdc.bihar.gov.in/tender\Tender2022/ETenderSecurityGuard2022iprd.pdf,,,,INR,General,,Bihar,[],,,2026-03-04T11:15:54.987579,open,50,[],,2026-03-04T10:13:30.303456,2026-03-04T11:15:54.987579
33994,,"03/01/2026⦿ Sessional Fee Structure for 8th Semester (Batch 2022-23)RPCAU, Pusa","03/01/2026⦿ Sessional Fee Structure for 8th Semester (Batch 2022-23)RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2026/01/IMG_20260103_0002.pdf,2026-01-03T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.360112,open,50,[],,2026-03-04T10:15:50.845918,2026-03-04T11:17:50.360112
33995,,"03/01/2026⦿ Sessional Fee structure for 6th Semester (Batch 2023-24)RPCAU, Pusa","03/01/2026⦿ Sessional Fee structure for 6th Semester (Batch 2023-24)RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2026/01/IMG_20260103_0001.pdf,2026-01-03T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.360112,open,50,[],,2026-03-04T10:15:50.850927,2026-03-04T11:17:50.360112
33999,,"12/11/2025⦿ National Scholarship Portal (NSP) to provide various scholarships & fellowships to eligible UG, PG and Ph.D. studentsDirectorate Of Students Welfare","12/11/2025⦿ National Scholarship Portal (NSP) to provide various scholarships & fellowships to eligible UG, PG and Ph.D. studentsDirectorate Of Students Welfare",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/251_0001.pdf,2025-11-12T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.906395,2026-03-04T11:17:50.376595
34001,,"12/11/2025⦿ Second Circular of PG Students Conclave-2025PGCA, RPCAU, Pusa","12/11/2025⦿ Second Circular of PG Students Conclave-2025PGCA, RPCAU, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/PG-Conclave-Second-circular-1.pdf,2025-11-12T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.916469,2026-03-04T11:17:50.376595
34002,,"11/11/2025⦿ Semester wise fee structure for Academic Year 2025 – 26RPCAU, Pusa","11/11/2025⦿ Semester wise fee structure for Academic Year 2025 – 26RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/Fee-structure-for-different-course-in-Rupees-to-be-charged-from-Gen.pdf,2025-11-11T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.922408,2026-03-04T11:17:50.376595
34003,,"03/11/2025⦿ Mop-up round of DBTRPCAU, Pusa","03/11/2025⦿ Mop-up round of DBTRPCAU, Pusa",UP,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/MOP-UP-SPOT-ROUND.pdf,2025-11-03T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.928483,2026-03-04T11:17:50.376595
34004,,"25/10/2025⦿ First Alumni Association Meet, scheduled to be held on December 3–4, 2025RPCAU, Pusa","25/10/2025⦿ First Alumni Association Meet, scheduled to be held on December 3–4, 2025RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/10/Alumni-Association-Meet-Brochure.pdf,2025-10-25T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.936757,2026-03-04T11:17:50.376595
34005,,"25/10/2025⦿ The 10th Semester Academic Calendar for the Academic programme of UG Students for the 2021-25 BatchRPCAU, Pusa","25/10/2025⦿ The 10th Semester Academic Calendar for the Academic programme of UG Students for the 2021-25 BatchRPCAU, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/10/IMG_20251025_0005.pdf,2025-10-25T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.943759,2026-03-04T11:17:50.376595
34006,,"25/10/2025⦿ Blacklisting/Debarment order of M/s EWIT INFOTECH, South West Delhi-110078Procurement Cell, Pusa","25/10/2025⦿ Blacklisting/Debarment order of M/s EWIT INFOTECH, South West Delhi-110078Procurement Cell, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/10/blacklisting-order-of-EWIT-infotech.pdf,2025-10-25T00:00:00,,,INR,Goods,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.948306,2026-03-04T11:17:50.376595
34007,,"25/10/2025⦿ The 10th Semester fee structure for the Academic programme of UG Students for the 2021-25 BatchRPCAU, Pusa","25/10/2025⦿ The 10th Semester fee structure for the Academic programme of UG Students for the 2021-25 BatchRPCAU, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/10/IMG_20251025_0004.pdf,2025-10-25T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.376595,open,50,[],,2026-03-04T10:15:50.953301,2026-03-04T11:17:50.376595
34008,,"15/10/2025⦿ First Circular of PG Students Conclave-2025PGCA, RPCAU, Pusa","15/10/2025⦿ First Circular of PG Students Conclave-2025PGCA, RPCAU, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/10/PG-Conclave-first-circular-.pdf,2025-10-15T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.389736,open,50,[],,2026-03-04T10:15:50.960211,2026-03-04T11:17:50.389736
34010,,"30/09/2025⦿ PG & PhD Programmes of PGCARPCAU, Pusa","30/09/2025⦿ PG & PhD Programmes of PGCARPCAU, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/09/PGCA.pdf,2025-09-30T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.389736,open,50,[],,2026-03-04T10:15:50.969209,2026-03-04T11:17:50.389736
34011,,"30/09/2025⦿ Notice regarding the result of compassionate appointmentRPCAU, Pusa","30/09/2025⦿ Notice regarding the result of compassionate appointmentRPCAU, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/09/L.No_.1064-dated-30092025.pdf,2025-09-30T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.509181,open,50,[],,2026-03-04T10:15:50.976160,2026-03-04T11:17:50.509181
34013,,"20/09/2025⦿ Score of applicants for the awaited appointment on compassionate groundRPCAU, Pusa","20/09/2025⦿ Score of applicants for the awaited appointment on compassionate groundRPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/09/IMG_20250922_0002.pdf,2025-09-20T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.509181,open,50,[],,2026-03-04T10:15:50.992616,2026-03-04T11:17:50.509181
34014,,"20/09/2025⦿ Second round advertisement for admission in M.Sc. (Ag) Molecular Biology and BiotechnologyRPCAU, Pusa","20/09/2025⦿ Second round advertisement for admission in M.Sc. (Ag) Molecular Biology and BiotechnologyRPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/09/Second-round-advertisement-for-admission-in-M.Sc_.-Ag-Molecular-Biology-and-Biotechnology.pdf,2025-09-20T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:50.997630,2026-03-04T11:17:50.397818
34015,,"09/09/2025⦿ Advertisement for Admission in MBA (Rural Management) (Batch 2025-27)RPCAU, Pusa","09/09/2025⦿ Advertisement for Admission in MBA (Rural Management) (Batch 2025-27)RPCAU, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/advertisement-for-admission-in-mba-rm/,2025-09-09T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.002725,2026-03-04T11:17:50.397818
34016,,"20/08/2025⦿ College of Agricultural Engineering and Technology PosterCAET, Pusa","20/08/2025⦿ College of Agricultural Engineering and Technology PosterCAET, Pusa",Agricultural,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/08/CAET-Poster-1.pdf,2025-08-20T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.008711,2026-03-04T11:17:50.397818
34017,,"14/08/2025⦿ Enhancement of retirement age of Registrar & Comptroller, RPCAU, PusaRPCAU, Pusa","14/08/2025⦿ Enhancement of retirement age of Registrar & Comptroller, RPCAU, PusaRPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/08/IMG_20250818_0001.pdf,2025-08-14T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.013633,2026-03-04T11:17:50.397818
34018,,"20/08/2025⦿ Buyer Seller Meet on MAPRPCAU, Pusa","20/08/2025⦿ Buyer Seller Meet on MAPRPCAU, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/08/Buyer-Seller-Meet.pdf,2025-08-20T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.018629,2026-03-04T11:17:50.397818
34019,,"20/08/2025⦿ Tirhut College of Agriculture, Dholi PosterTCA, Dholi","20/08/2025⦿ Tirhut College of Agriculture, Dholi PosterTCA, Dholi",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/08/Poster-Design-2-2.pdf,2025-08-20T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.025846,2026-03-04T11:17:50.397818
34020,,"08/08/2025⦿ How to Register MYLOFT (My Library on Finger Tips) App DetailsUniversity Library, Pusa","08/08/2025⦿ How to Register MYLOFT (My Library on Finger Tips) App DetailsUniversity Library, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/08/MyLOFT.pdf,2025-08-08T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.030840,2026-03-04T11:17:50.397818
34021,,"02/08/2025⦿ Extension of the last date of admission in PGDC up to 25th August, 2025RPCAU, Pusa","02/08/2025⦿ Extension of the last date of admission in PGDC up to 25th August, 2025RPCAU, Pusa",UP,Social Welfare,RPCAU,https://rpcau.ac.in/admission-to-post-graduate-diploma-courses-2024-25/,2025-08-02T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.397818,open,50,[],,2026-03-04T10:15:51.034841,2026-03-04T11:17:50.397818
34022,,"15/07/2025⦿ Allotment list of students & parents arriving for attending 4th Convocation-2025RPCAU, Pusa","15/07/2025⦿ Allotment list of students & parents arriving for attending 4th Convocation-2025RPCAU, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/4th-convocation-2025/,2025-07-15T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.409850,open,50,[],,2026-03-04T10:15:51.041672,2026-03-04T11:17:50.409850
34023,,"10/07/2025⦿ Grading of applicants applied for compassionate appointmentRPCAU, Pusa","10/07/2025⦿ Grading of applicants applied for compassionate appointmentRPCAU, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/07/Compassionate-appointment-list.pdf,2025-07-10T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.405824,open,50,[],,2026-03-04T10:15:51.057380,2026-03-04T11:17:50.405824
34024,,"10/07/2025⦿ No. 216/4th Conv./Regr./RPCAU dt 10.07.2025 – Extension of date for Online RegistrationRPCAU, Pusa","10/07/2025⦿ No. 216/4th Conv./Regr./RPCAU dt 10.07.2025 – Extension of date for Online RegistrationRPCAU, Pusa",Registration,Power,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/07/1010.pdf,2025-07-10T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.405824,open,50,[],,2026-03-04T10:15:51.062465,2026-03-04T11:17:50.405824
34025,,"04/07/2025⦿ Internship of Students from Other InstitutionsRPCAU, Pusa","04/07/2025⦿ Internship of Students from Other InstitutionsRPCAU, Pusa",RPCAU,Education,RPCAU,https://rpcau.ac.in/internship-of-students-from-other-institutions/,2025-07-04T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.405824,open,50,[],,2026-03-04T10:15:51.066466,2026-03-04T11:17:50.405824
34026,,"27/06/2025⦿ Notice for change in the tender opening date of dry standing shisham, sagwan, mango trees and fire wood (Non-shisham) of Pusa FarmRPCAU, Pusa","27/06/2025⦿ Notice for change in the tender opening date of dry standing shisham, sagwan, mango trees and fire wood (Non-shisham) of Pusa FarmRPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/06/Notice-1.pdf,2025-06-27T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.405824,open,50,[],,2026-03-04T10:15:51.072807,2026-03-04T11:17:50.405824
34028,,"19/06/2025⦿ Advertisement Notice for the post of Young Professional-IIRPCAU, Pusa","19/06/2025⦿ Advertisement Notice for the post of Young Professional-IIRPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/advertisement-notice-for-the-post-of-young-professional-ii-against-advt-no-07-rpcau-temp-2025-dt-19-06-2025/,2025-06-19T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.542801,open,50,[],,2026-03-04T10:15:51.088448,2026-03-04T11:17:50.542801
34029,,"04/06/2025⦿ Sessional fee structure for 9th Semester of Ph.DRPCUA, Pusa","04/06/2025⦿ Sessional fee structure for 9th Semester of Ph.DRPCUA, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/06/fee-structure.pdf,2025-06-04T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.409850,open,50,[],,2026-03-04T10:15:51.098533,2026-03-04T11:17:50.409850
34030,,"03/06/2025⦿ Three-day workshop on Functional Foods and Post Harvest PhysiologyDept. of BPP&BC, CBSH, RPCAU","03/06/2025⦿ Three-day workshop on Functional Foods and Post Harvest PhysiologyDept. of BPP&BC, CBSH, RPCAU",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/06/Workshop-Brochure.pdf,2025-06-03T00:00:00,,,INR,Works,,Bihar,[],,,2026-03-04T11:17:50.409850,open,50,[],,2026-03-04T10:15:51.104819,2026-03-04T11:17:50.409850
34031,,"31/05/2025⦿ Advertisement Notice for the post of Senior Research Fellow (SRF) against Advt. No. 06/RPCAU/Temp./2025 dated: 31/05/2025RPCAU, Pusa","31/05/2025⦿ Advertisement Notice for the post of Senior Research Fellow (SRF) against Advt. No. 06/RPCAU/Temp./2025 dated: 31/05/2025RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/advertisement-notice-for-the-post-of-senior-research-fellow-srf-against-advt-no-06-rpcau-temp-2025-dated-31-05-2025/,2025-05-31T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.542801,open,50,[],,2026-03-04T10:15:51.113362,2026-03-04T11:17:50.542801
34032,,"30/05/2025⦿ Fee Structure of 5th Semester UG, Batch (2023-27) | 5th Semester PG, Batch (2023-25) | 5th Semester PhD, Batch (2023-26)RPCAU, Pusa","30/05/2025⦿ Fee Structure of 5th Semester UG, Batch (2023-27) | 5th Semester PG, Batch (2023-25) | 5th Semester PhD, Batch (2023-26)RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/05/IMG_20250530_0001.pdf,2025-05-30T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.409850,open,50,[],,2026-03-04T10:15:51.118362,2026-03-04T11:17:50.409850
34033,,"30/05/2025⦿ Fee Structure of 7th Semester UG, Batch (2022-26) | 7th Semester PG, Batch (2022-24) | 7th Semester PhD, Batch (2022-25)RPCAU, Pusa","30/05/2025⦿ Fee Structure of 7th Semester UG, Batch (2022-26) | 7th Semester PG, Batch (2022-24) | 7th Semester PhD, Batch (2022-25)RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/05/IMG_20250530_0002.pdf,2025-05-30T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.409850,open,50,[],,2026-03-04T10:15:51.127438,2026-03-04T11:17:50.409850
34034,,"30/05/2025⦿ Fee Structure of 3rd Semester UG, Batch (2024-28) | 3rd Semester PG, Batch (2024-26) | 2nd  Semester PhD, Batch (2024-27)RPCAU, Pusa","30/05/2025⦿ Fee Structure of 3rd Semester UG, Batch (2024-28) | 3rd Semester PG, Batch (2024-26) | 2nd  Semester PhD, Batch (2024-27)RPCAU, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/05/IMG_20250530_0003.pdf,2025-05-30T00:00:00,,,INR,General,,Bihar,[],,,2026-03-04T11:17:50.409850,open,50,[],,2026-03-04T10:15:51.133438,2026-03-04T11:17:50.409850
34045,,"02/12/2025⦿ Auction NoticeGoraul, Vaishali","02/12/2025⦿ Auction NoticeGoraul, Vaishali",HAL,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/12/AN.pdf,2025-12-02T00:00:00,,,INR,General,,"Vaishali, Bihar",[],,,2026-03-04T11:17:50.459898,open,50,[],,2026-03-04T10:15:51.261790,2026-03-04T11:17:50.459898
34046,,"29/11/2025⦿ Notice Inviting BIDProcurement Cell, Pusa","29/11/2025⦿ Notice Inviting BIDProcurement Cell, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/Letter-No.-573-dt-29.11.2025_0001.pdf,2025-11-29T00:00:00,,,INR,Goods,,Bihar,[],,,2026-03-04T11:17:50.459898,open,50,[],,2026-03-04T10:15:51.265791,2026-03-04T11:17:50.459898
34051,,"19/11/2025⦿ Notice Inviting Bids for Annual Maintenance Contract (AMC) for LANProcurement Cell, Pusa","19/11/2025⦿ Notice Inviting Bids for Annual Maintenance Contract (AMC) for LANProcurement Cell, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/Notice-inviting-Bid-No.-556_0001.pdf,2025-11-19T00:00:00,,,INR,Works,,Bihar,[],,,2026-03-04T11:17:50.473101,open,50,[],,2026-03-04T10:15:51.291049,2026-03-04T11:17:50.473101
34052,,"19/11/2025⦿ Notice Inviting Bids for Secondary ISPProcurement Cell, Pusa","19/11/2025⦿ Notice Inviting Bids for Secondary ISPProcurement Cell, Pusa",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/Notice-inviting-Bid-No.-555_0001.pdf,2025-11-19T00:00:00,,,INR,Goods,,Bihar,[],,,2026-03-04T11:17:50.473101,open,50,[],,2026-03-04T10:15:51.296122,2026-03-04T11:17:50.473101
34053,,"19/11/2025⦿ Notice Inviting Bids for Microwave Plasma Atomic Emission Spectroscopy (MP-AES)Procurement Cell, Pusa","19/11/2025⦿ Notice Inviting Bids for Microwave Plasma Atomic Emission Spectroscopy (MP-AES)Procurement Cell, Pusa",RPCAU,Social Welfare,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/Notice-Inviting-Bids-No.-554_0001.pdf,2025-11-19T00:00:00,,,INR,Goods,,Bihar,[],,,2026-03-04T11:17:50.473101,open,50,[],,2026-03-04T10:15:51.300126,2026-03-04T11:17:50.473101
34054,,"03/11/2025⦿ Auction of unserviceable items of TCA, DholiTCA, Dholi","03/11/2025⦿ Auction of unserviceable items of TCA, DholiTCA, Dholi",RPCAU,General,RPCAU,https://rpcau.ac.in/wp-content/uploads/2025/11/auction-of-unserviciable-items.pdf,2025-11-03T00:00:00,,,INR,Services,,Bihar,[],,,2026-03-04T11:17:50.476096,open,50,[],,2026-03-04T10:15:51.306613,2026-03-04T11:17:50.476096
