id,tender_id,title,description,issuing_authority,department,source_portal,source_url,publish_date,deadline_date,tender_value,currency,category,sub_category,location,state,contact_email,contact_phone,last_checked,status,verification_score,supplier_matches,created_at,updated_at
19263,,Zila parishad,Zila parishad,Begusarai NIC,General,Begusarai NIC,https://begusarai.nic.in/notice_category/notices/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:19.535771,open,50,,2026-03-04 07:17:06.820883,2026-03-04 11:27:19.535771
19264,,Minority Welfare Department,Minority Welfare Department,Begusarai NIC,Social Welfare,Begusarai NIC,https://begusarai.nic.in/notice_category/minority-welfare/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:19.537289,open,50,,2026-03-04 07:17:06.830214,2026-03-04 11:27:19.537289
19267,,न्यायालय समाहर्ता मुकदमा सूचि,न्यायालय समाहर्ता मुकदमा सूचि,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%b2%e0%a4%af-%e0%a4%b8%e0%a4%ae%e0%a4%be%e0%a4%b9%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a4%be-%e0%a4%ae%e0%a5%81%e0%a4%95%e0%a4%a6%e0%a4%ae%e0%a4%be/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.287288,open,50,,2026-03-04 07:17:07.292338,2026-03-04 11:27:20.287288
19268,,न्यायालय अपर समाहर्ता मुकदमा सूचि,न्यायालय अपर समाहर्ता मुकदमा सूचि,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%b2%e0%a4%af-%e0%a4%85%e0%a4%aa%e0%a4%b0-%e0%a4%b8%e0%a4%ae%e0%a4%be%e0%a4%b9%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a4%be-%e0%a4%ae%e0%a5%81/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.290287,open,50,,2026-03-04 07:17:07.300338,2026-03-04 11:27:20.290287
19269,,अपर समाहर्ता न्यायालय आदेश,अपर समाहर्ता न्यायालय आदेश,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%85%e0%a4%aa%e0%a4%b0-%e0%a4%b8%e0%a4%ae%e0%a4%be%e0%a4%b9%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a4%be-%e0%a4%a8%e0%a5%8d%e0%a4%af%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%b2%e0%a4%af-%e0%a4%86%e0%a4%a6/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.292287,open,50,,2026-03-04 07:17:07.308515,2026-03-04 11:27:20.292287
19270,,कार्यवाही,कार्यवाही,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%af%e0%a4%b5%e0%a4%be%e0%a4%b9%e0%a5%80/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.294287,open,50,,2026-03-04 07:17:07.316517,2026-03-04 11:27:20.294287
19271,,अधिसूचना,अधिसूचना,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%b8%e0%a5%82%e0%a4%9a%e0%a4%a8%e0%a4%be/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.295287,open,50,,2026-03-04 07:17:07.325697,2026-03-04 11:27:20.295287
19272,,गुमशुदा व्यक्ति,गुमशुदा व्यक्ति,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%97%e0%a5%81%e0%a4%ae%e0%a4%b6%e0%a5%81%e0%a4%a6%e0%a4%be-%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%95%e0%a5%8d%e0%a4%a4%e0%a4%bf/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.297288,open,50,,2026-03-04 07:17:07.332697,2026-03-04 11:27:20.297288
19273,,भर्ती,भर्ती,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%ad%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a5%80/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.298288,open,50,,2026-03-04 07:17:07.342234,2026-03-04 11:27:20.298288
19274,,निविदाएं,निविदाएं,Munger NIC,General,Munger NIC,https://munger.nic.in/hi/notice_category/%e0%a4%a8%e0%a4%bf%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a4%be%e0%a4%8f%e0%a4%82/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:20.300589,open,50,,2026-03-04 07:17:07.350325,2026-03-04 11:27:20.300589
19282,,DM TOUR,DM TOUR,Jamui NIC,General,Jamui NIC,https://jamui.nic.in/notice_category/dm-tour/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:21.071977,open,50,,2026-03-04 07:17:08.259485,2026-03-04 11:27:21.071977
19284,,ADM’s Court Order,ADM’s Court Order,Jamui NIC,Police,Jamui NIC,https://jamui.nic.in/notice_category/adms-court-order/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:21.076004,open,50,,2026-03-04 07:17:08.285005,2026-03-04 11:27:21.076004
19286,,"Short Notice of Tender for operation and Maintenance of referral Hospital, Community and Primary Health Centers in Jamui District","District Health Society, JamuiShort Notice of Tender for operation and Maintenance of referral Hospital, Community and Primary Health Centers in Jamui District28/02/202613/03/2026View (548 KB)",Jamui NIC,Health,Jamui NIC,https://cdn.s3waas.gov.in/s337bc2f75bf1bcfe8450a1a41c200364c/uploads/2026/03/17724693739555.pdf,2026-02-28 00:00:00.000000,,,INR,Works,,"Jamui, Bihar",Unknown,,,2026-03-04 11:27:21.113044,open,50,,2026-03-04 07:17:08.404926,2026-03-04 11:27:21.113044
19292,,Survey,Survey,Survey,Revenue,Lakhisarai NIC,https://lakhisarai.nic.in/notice_category/survey/,,,,INR,Services,,Bihar,Unknown,,,2026-03-04 11:27:22.256113,open,50,,2026-03-04 07:17:09.042282,2026-03-04 11:27:22.256113
19295,,Miscellaneous,Miscellaneous,Lakhisarai NIC,Social Welfare,Lakhisarai NIC,https://lakhisarai.nic.in/notice_category/miscellaneous/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:22.261193,open,50,,2026-03-04 07:17:09.069227,2026-03-04 11:27:22.261193
19301,,Judgment / Award,Judgment / Award,Sheikhpura NIC,General,Sheikhpura NIC,https://sheikhpura.nic.in/notice_category/lokpal/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:22.831654,open,50,,2026-03-04 07:17:09.684296,2026-03-04 11:27:22.831654
19302,,Monthly Report,Monthly Report,Sheikhpura NIC,General,Sheikhpura NIC,https://sheikhpura.nic.in/notice_category/lokpal-mpr/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:22.833655,open,50,,2026-03-04 07:17:09.692301,2026-03-04 11:27:22.833655
19308,,Activities,Activities,Nalanda NIC,General,Nalanda NIC,https://nalanda.nic.in/en/notice_category/activities/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:24.260531,open,50,,2026-03-04 07:17:10.901076,2026-03-04 11:27:24.260531
19312,,"Mining Section, Collectorate Nalanda, Biharsharif","Notice Inviting e-Tender – cum – e-Auction for Settlement of Unlisted Sand Ghats in Nalanda DistrictMining Section, Collectorate Nalanda, Biharsharif26/02/202614/03/2026View (2 MB)",Nalanda NIC,Revenue,Nalanda NIC,https://cdn.s3waas.gov.in/s3f85454e8279be180185cac7d243c5eb3/uploads/2026/02/17720883538425.pdf,2026-02-26 00:00:00.000000,,,INR,General,,"Nalanda, Bihar",Unknown,,,2026-03-04 11:27:24.292888,open,50,,2026-03-04 07:17:10.986901,2026-03-04 11:27:24.292888
19314,,DM Monthly Tour Programme,DM Monthly Tour Programme,Nawada NIC,General,Nawada NIC,https://nawada.nic.in/notice_category/dm-monthly-tour-programme/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:25.317708,open,50,,2026-03-04 07:17:11.411399,2026-03-04 11:27:25.317708
19318,,Teacher Niyojan,Teacher Niyojan,Nawada NIC,Education,Nawada NIC,https://nawada.nic.in/notice_category/teacher-niyojan/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:25.520937,open,50,,2026-03-04 07:17:11.460473,2026-03-04 11:27:25.520937
19327,,219-Goh,219-Goh,Aurangabad NIC,General,Aurangabad NIC,https://aurangabad.bih.nic.in/notice_category/219-goh/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:26.741520,open,50,,2026-03-04 07:17:12.701014,2026-03-04 11:27:26.741520
19328,,220-Obra,220-Obra,Aurangabad NIC,General,Aurangabad NIC,https://aurangabad.bih.nic.in/notice_category/220-obra/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:26.745732,open,50,,2026-03-04 07:17:12.713985,2026-03-04 11:27:26.745732
19329,,221-Nabinagar,221-Nabinagar,Aurangabad NIC,General,Aurangabad NIC,https://aurangabad.bih.nic.in/notice_category/221-nabinagar/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:26.749826,open,50,,2026-03-04 07:17:12.724824,2026-03-04 11:27:26.749826
19330,,222-Kutumba,222-Kutumba,Aurangabad NIC,General,Aurangabad NIC,https://aurangabad.bih.nic.in/notice_category/222-kutumba/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:26.752858,open,50,,2026-03-04 07:17:12.738838,2026-03-04 11:27:26.752858
19331,,223-Aurangabad,223-Aurangabad,Aurangabad NIC,General,Aurangabad NIC,https://aurangabad.bih.nic.in/notice_category/223-aurangabad/,,,,INR,General,,"Aurangabad, Bihar",Unknown,,,2026-03-04 11:27:26.755844,open,50,,2026-03-04 07:17:12.752912,2026-03-04 11:27:26.755844
19332,,224-Rafiganj,224-Rafiganj,Aurangabad NIC,General,Aurangabad NIC,https://aurangabad.bih.nic.in/notice_category/224-rafiganj/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:26.758840,open,50,,2026-03-04 07:17:12.763037,2026-03-04 11:27:26.758840
19336,,Public Notice,Public Notice,Jehanabad NIC,General,Jehanabad NIC,https://jehanabad.nic.in/en/notice_category/public-notice/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:28.227173,open,50,,2026-03-04 07:17:13.637992,2026-03-04 11:27:28.227173
19341,,General information regarding allotment of short term parking/vending zones/shops,General information regarding allotment of short term parking/vending zones/shopsGeneral information regarding allotment of short term parking/vending zones/shops20/02/202631/03/2026View (2 MB),Jehanabad NIC,General,Jehanabad NIC,https://cdn.s3waas.gov.in/s34e4b5fbbbb602b6d35bea8460aa8f8e5/uploads/2026/02/17715951629745.pdf,2026-02-20 00:00:00.000000,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:28.249929,open,50,,2026-03-04 07:17:13.738234,2026-03-04 11:27:28.249929
19350,,Short notice for auction of seized yellow sand stored at the secondary loading site of surrendered/cancelled sand ghats under Rohtas district,Mines & GeologyShort notice for auction of seized yellow sand stored at the secondary loading site of surrendered/cancelled sand ghats under Rohtas district24/02/202616/03/2026View (976 KB),Rohtas NIC,Social Welfare,Rohtas NIC,https://cdn.s3waas.gov.in/s3cbcb58ac2e496207586df2854b17995f/uploads/2026/02/17719333371946.pdf,2026-02-24 00:00:00.000000,,,INR,General,,"Rohtas, Bihar",Unknown,,,2026-03-04 11:27:30.832624,open,50,,2026-03-04 07:17:14.891789,2026-03-04 11:27:30.832624
19353,,REGISTERED FERTILIZER DISTRIBUTOR,REGISTERED FERTILIZER DISTRIBUTOR,Buxar NIC,Agriculture,Buxar NIC,https://buxar.nic.in/notice_category/registered-fertilizer-distributor/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:31.865305,open,50,,2026-03-04 07:17:15.297099,2026-03-04 11:27:31.865305
19354,,District Order,District Order,Buxar NIC,Social Welfare,Buxar NIC,https://buxar.nic.in/notice_category/district-order/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:31.942996,open,50,,2026-03-04 07:17:15.306170,2026-03-04 11:27:31.942996
19355,,Tour Diary,Tour Diary,Buxar NIC,General,Buxar NIC,https://buxar.nic.in/notice_category/tour-diary/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:32.084130,open,50,,2026-03-04 07:17:15.314889,2026-03-04 11:27:32.084130
19357,,Inspection Notes,Inspection Notes,Buxar NIC,General,Buxar NIC,https://buxar.nic.in/notice_category/inspection-notes/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:32.333169,open,50,,2026-03-04 07:17:15.332291,2026-03-04 11:27:32.333169
19360,,Meeting Proceedings,Meeting Proceedings,Buxar NIC,General,Buxar NIC,https://buxar.nic.in/notice_category/meeting-proceedings/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:32.726455,open,50,,2026-03-04 07:17:15.357382,2026-03-04 11:27:32.726455
19396,,Observer Detail,Observer Detail,Katihar NIC,General,Katihar NIC,https://katihar.nic.in/notice/district-nazarat-section-collectorate-katihar-3/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:40.636576,open,50,,2026-03-04 07:17:18.239856,2026-03-04 11:27:40.636576
19397,,Final MLC Elector List,Final MLC Elector List,Katihar NIC,Social Welfare,Katihar NIC,https://katihar.nic.in/notice/final-elector-list/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:40.639618,open,50,,2026-03-04 07:17:18.247928,2026-03-04 11:27:40.639618
19398,,Draft Elector List,Draft Elector List,Katihar NIC,Social Welfare,Katihar NIC,https://katihar.nic.in/notice/mlc-election-2022-draft-elector-list/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:40.640617,open,50,,2026-03-04 07:17:18.255929,2026-03-04 11:27:40.640617
19399,,Affidavit filed by the candidate in Lok Sabha Election-2019,Affidavit filed by the candidate in Lok Sabha Election-2019,Katihar NIC,General,Katihar NIC,https://katihar.nic.in/notice/affidevit-filed-by-the-candidate-in-lok-sabha-election-2019/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:40.642618,open,50,,2026-03-04 07:17:18.264272,2026-03-04 11:27:40.642618
19428,,DDC Tour Programme,DDC Tour Programme,Khagaria NIC,General,Khagaria NIC,https://khagaria.nic.in/notice_category/ddc-tour-programme/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:47.991479,open,50,,2026-03-04 07:17:21.252206,2026-03-04 11:27:47.991479
19454,,Announcement / Advertisement,Announcement / Advertisement,Hazaribag NIC,General,Hazaribag NIC,https://hazaribag.nic.in/notice_category/announcement-advertisement/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:04.846406,open,50,,2026-03-04 07:17:37.762547,2026-03-04 11:28:04.846406
19455,,Notice from Information & Public Relation Deaprtment,Notice from Information & Public Relation Deaprtment,Hazaribag NIC,General,Hazaribag NIC,https://hazaribag.nic.in/notice_category/notice-from-information-public-relation-deaprtment/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:04.846406,open,50,,2026-03-04 07:17:37.772647,2026-03-04 11:28:04.846406
19471,,Gazetteer,Gazetteer,Jamshedpur NIC,General,Jamshedpur NIC,https://jamshedpur.nic.in/notice_category/gazetteer/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:06.466241,open,50,,2026-03-04 07:17:39.625505,2026-03-04 11:28:06.466241
19491,,Tour Programme of DC,Tour Programme of DC,Seraikela NIC,General,Seraikela NIC,https://seraikela.nic.in/notice_category/dc-tour-programme/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:08.365205,open,50,,2026-03-04 07:17:41.692815,2026-03-04 11:28:08.365205
19492,,Birth and Death figures,Birth and Death figures,Seraikela NIC,General,Seraikela NIC,https://seraikela.nic.in/notice_category/birth-and-death-figures/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:08.365205,open,50,,2026-03-04 07:17:41.701220,2026-03-04 11:28:08.365205
19493,,Recruitment/Results,Recruitment/Results,Seraikela NIC,General,Seraikela NIC,https://seraikela.nic.in/notice_category/recruitment-results/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:08.365205,open,50,,2026-03-04 07:17:41.708223,2026-03-04 11:28:08.365205
19496,,Cause List(DC Court),Cause List(DC Court),Seraikela NIC,Social Welfare,Seraikela NIC,https://seraikela.nic.in/notice_category/cause-listdc-court/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:08.365205,open,50,,2026-03-04 07:17:41.732472,2026-03-04 11:28:08.365205
19505,,Publication,Publication,Giridih NIC,General,Giridih NIC,https://giridih.nic.in/notice_category/publication/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 10:41:55.371088,open,50,,2026-03-04 07:17:43.420474,2026-03-04 10:41:55.371088
19536,,"Civil surgeon Cum Chief Medical Office, Sahibganj","Office order-(CT Scan Cancel)Civil surgeon Cum Chief Medical Office, Sahibganj28/02/202610/03/2026View (240 KB)",Sahibganj NIC,Health,Sahibganj NIC,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/02/17722661156079.pdf,2026-02-28 00:00:00.000000,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:12.593234,open,50,,2026-03-04 07:17:44.989945,2026-03-04 11:28:12.593234
19537,,"Jharkhand Education Project, Sahibganj","Annual Exam Question Paper Print TenderJharkhand Education Project, Sahibganj28/02/202607/03/2026View (694 KB)Annual Exam-(SA II) 2025-26 21-Feb-2026 (641 KB)",Sahibganj NIC,Education,Sahibganj NIC,https://cdn.s3waas.gov.in/s369421f032498c97020180038fddb8e24/uploads/2026/02/17722623431016.pdf,2026-02-28 00:00:00.000000,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:12.593234,open,50,,2026-03-04 07:17:44.996946,2026-03-04 11:28:12.593234
19547,,"Tender E-Auction of Simdega District Sand Ghat Category 2 from District Mining Office, (Letter no – 244, Dated – 27-02-2026)","Tender E-Auction of Simdega District Sand Ghat Category 2 from District Mining OfficeTender E-Auction of Simdega District Sand Ghat Category 2 from District Mining Office, (Letter no – 244, Dated – 27-02-2026)28/02/202614/03/2026View (995 KB)",Simdega NIC,Social Welfare,Simdega NIC,https://cdn.s3waas.gov.in/s30fcbc61acd0479dc77e3cccc0f5ffca7/uploads/2026/02/17722782497414.pdf,2026-02-27 00:00:00.000000,,,INR,General,,"Simdega, Jharkhand",Unknown,,,2026-03-04 11:28:14.609691,open,50,,2026-03-04 07:17:47.773365,2026-03-04 11:28:14.609691
19549,,"Auction Notice, Office of the Divisional Forest Officer, Simdega","Auction Notice, Office of the Divisional Forest Officer, SimdegaAuction Notice, Office of the Divisional Forest Officer, Simdega20/02/202606/03/2026View (1 MB)",Forest,Social Welfare,Simdega NIC,https://cdn.s3waas.gov.in/s30fcbc61acd0479dc77e3cccc0f5ffca7/uploads/2026/02/17715875141933.pdf,2026-02-20 00:00:00.000000,,,INR,General,,"Simdega, Jharkhand",Unknown,,,2026-03-04 11:28:14.609691,open,50,,2026-03-04 07:17:47.789732,2026-03-04 11:28:14.609691
19553,,Press Release,Press Release,Khunti NIC,General,Khunti NIC,https://khunti.nic.in/notice_category/press-release/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:15.177904,open,50,,2026-03-04 07:17:48.586787,2026-03-04 11:28:15.177904
19578,,ITI Admission,ITI Admission,Deoghar NIC,General,Deoghar NIC,https://deoghar.nic.in/notice_category/iti-admission/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:28:18.027740,open,50,,2026-03-04 07:17:51.660958,2026-03-04 11:28:18.027740
19593,,"District Social Welfare Officer, Gumla.","Tender for Operation of Shakti Sadan (50 Bed Capacity).District Social Welfare Officer, Gumla.02/03/202618/03/2026View (1,006 KB)",Social Welfare,Social Welfare,Gumla NIC,https://cdn.s3waas.gov.in/s3389bc7bb1e1c2a5e7e147703232a88f6/uploads/2026/03/17724501473722.pdf,2026-03-02 00:00:00.000000,,,INR,General,,"Gumla, Jharkhand",Unknown,,,2026-03-04 11:28:19.342486,open,50,,2026-03-04 07:17:53.437751,2026-03-04 11:28:19.342486
19594,,"District Education Superintendent-cum-Additional District Program Officer, Gumla.","Very Short Term Tender for Band Uniforms for PM Shri Schools for the Academic Session 2025-26.District Education Superintendent-cum-Additional District Program Officer, Gumla.21/02/202602/03/2026View (735 KB)",UP,Education,Gumla NIC,https://cdn.s3waas.gov.in/s3389bc7bb1e1c2a5e7e147703232a88f6/uploads/2026/02/17716756843578.pdf,2026-02-21 00:00:00.000000,,,INR,General,,"Gumla, Jharkhand",Unknown,,,2026-03-04 11:28:19.342486,open,50,,2026-03-04 07:17:53.446611,2026-03-04 11:28:19.342486
19615,,"महत्वपूर्ण सूचनाएँ ,स्पष्टीकरण और मुददे","महत्वपूर्ण सूचनाएँ ,स्पष्टीकरण और मुददे",MoHUA,General,MoHUA,https://mohua.gov.in/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:32:40.275727,open,50,,2026-03-04 07:22:29.699424,2026-03-04 11:32:40.275727
19617,,54361707,54361707,Tender Detail Jharkhand,General,Tender Detail Jharkhand,https://www.tenderdetail.com/State-tenders/jharkhand-tenders,,,,INR,General,,Bihar,Jharkhand,,,2026-03-04 11:33:18.928337,open,50,,2026-03-04 07:23:10.985013,2026-03-04 11:33:18.928337
22133,,Teacher Appointment,Teacher Appointment,Patna NIC,Education,Patna NIC,https://patna.nic.in/notice_category/teacher-appointment/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:09.217728,open,50,,2026-03-04 07:55:47.157665,2026-03-04 11:27:09.217728
22144,,Tour Prgramme,Tour Prgramme,Darbhanga NIC,General,Darbhanga NIC,https://darbhanga.nic.in/notice_category/tour-programme/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:12.380653,open,50,,2026-03-04 07:55:49.892538,2026-03-04 11:27:12.380653
22146,,Proceedings of the Weekly Coordination Committee Meeting,Proceedings of the Weekly Coordination Committee Meeting,Darbhanga NIC,General,Darbhanga NIC,https://darbhanga.nic.in/notice_category/proceedings-of-the-weekly-coordination-committee-meeting/,,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:12.384727,open,50,,2026-03-04 07:55:49.913643,2026-03-04 11:27:12.384727
22150,,Short Term Tender Notice No. 1 for Procurement of Materials under MNREGA,"District Rural Development Agency, Vikash Bhawan, DarbhangaShort Term Tender Notice No. 1 for Procurement of Materials under MNREGA27/02/202616/03/2026View (2 MB)",Darbhanga NIC,General,Darbhanga NIC,https://cdn.s3waas.gov.in/s3beed13602b9b0e6ecb5b568ff5058f07/uploads/2026/02/17721961709246.pdf,2026-02-27 00:00:00.000000,,,INR,Goods,,Bihar,Unknown,,,2026-03-04 11:27:12.441502,open,50,,2026-03-04 07:55:50.056384,2026-03-04 11:27:12.441502
22152,,Very Short Notice,"Collectorate, Darbhanga (Prohibition and Excise Department)Very Short Notice19/02/202613/03/2026View (1 MB)",Darbhanga NIC,General,Darbhanga NIC,https://cdn.s3waas.gov.in/s3beed13602b9b0e6ecb5b568ff5058f07/uploads/2026/02/17714977837361.pdf,2026-02-19 00:00:00.000000,,,INR,General,,Bihar,Unknown,,,2026-03-04 11:27:12.456881,open,50,,2026-03-04 07:55:50.073574,2026-03-04 11:27:12.456881
22159,,Bharat Petroleum Corporation Limited - BPCL Tender - Bihar Tender,"Bharat Petroleum Corporation Limited - BPCL Tender - Bihar TenderServicesGEMPatna, BiharCategory: Custom Bid For Services - Statutory Ndtinspection/testing/certification Of Two Number Of600 Mt Mounded Storage Vessels Under Rule 19 Ofsmpv (u), 1981 At Patna Lpg PlantClosing Date25 Mar 2026Tender AmountRefer DocumentsFollowDownload",BPC,General,Bid Assist Bihar,https://bidassist.com/bihar-tenders/bharat-petroleum-corporation-limited/detail-0ba62a87-5468-4c84-9faa-6a369f29d93e,2026-03-25 00:00:00.000000,,,INR,General,,Bihar,Bihar,,,2026-03-04 10:46:42.028052,open,50,,2026-03-04 08:01:39.302519,2026-03-04 10:46:42.028052
24582,,54361866,54361866,Tender Detail Bihar,General,Tender Detail Bihar,https://www.tenderdetail.com/State-tenders/bihar-tenders,,,,INR,General,,Bihar,Bihar,,,2026-03-04 11:33:17.367658,open,50,,2026-03-04 08:40:06.507049,2026-03-04 11:33:17.367658
24593,,State Bank Of India - SBI Tender - Bihar Tender,"State Bank Of India - SBI Tender - Bihar TenderAuctionVaishali, BiharIndustrial Plot For Sale In Sarai, VaishaliClosing Date17 Mar 2026Tender Amount₹ 17.5 CrFollowDownload",Bid Assist Bihar,Social Welfare,Bid Assist Bihar,https://bidassist.com/bihar-tenders/state-bank-of-india/detail-f3c4bfeb-44a2-4fbc-b253-c101123fa6f0,2026-03-17 00:00:00.000000,,,INR,General,,Bihar,Bihar,,,2026-03-04 10:46:42.044642,open,50,,2026-03-04 08:40:21.482987,2026-03-04 10:46:42.044642
27095,,Cooperative Department Tender - Rajasthan Tender,"Cooperative Department Tender - Rajasthan TenderGoodsGEMJaipur - Rajasthan,Vaishali - BiharCategory: Point Of Sale Terminal (v4) (q2)Closing Date24 Mar 2026Tender Amount₹ 1.4 CrFollowDownload",Rajasthan,Social Welfare,Bid Assist Bihar,https://bidassist.com/rajasthan-tenders/cooperative-department/detail-6602ad4b-6add-4940-9eac-93ef020b90ad,2026-03-24 00:00:00.000000,,,INR,General,,Bihar,Bihar,,,2026-03-04 10:46:42.026270,open,50,,2026-03-04 09:18:59.694057,2026-03-04 10:46:42.026270
30110,,Bridge And Roof Company India Limited Tender - Jharkhand Tender,"Bridge And Roof Company India Limited Tender - Jharkhand TenderWorksEprocureRanchi, JharkhandForming Tie Up With Experienced Agency Through Mou For Pre-bid Services And Post Award Execution Of Civil Works In Connection With Sail Bsl Brownfield Expansion TenderClosing Date13 Mar 2026Tender Amount₹ 38.4 CrFollowDownload",Bid Assist Jharkhand,PWD,Bid Assist Jharkhand,https://bidassist.com/jharkhand-tenders/bridge-and-roof-company-india-limited/detail-c2b0be8d-28bd-4545-b721-52446b42e671,2026-03-13 00:00:00.000000,,,INR,Works,,Bihar,Jharkhand,,,2026-03-04 10:46:47.406375,open,50,,2026-03-04 09:57:28.631186,2026-03-04 10:46:47.406375
30177,,"Tender for Sonpur Mela, 2022","66Tender for Sonpur Mela, 2022Pre-Bid meeting Date & Time : 17.10.2022 til 11AMLast Date & Time for subimission in the name of Executive Director, State Health Society, Sheikhpura, Patna-14 : 21.10.2022 till 3PMTime Date of opening of Financial Bid : 21.10.2022 till 3:30PMPAC meeting for Sonpur mela - Letter No. : 4349 Dated : 25.10.2022Technical Bid Chart of Sonepur Mela, 2022Proceeding : NIT Reference No. 04/SHSB/Sonepur Mela/2022-23 for Sonpur mela",Bihar Health Services,General,Bihar Health Services,https://shs.bihar.gov.in/shs/tender/1665749908.pdf,,,,INR,General,,Bihar,Bihar,,,2026-03-04 11:25:56.048945,open,50,,2026-03-04 10:12:48.617896,2026-03-04 11:25:56.048945
30221,,Inviting Quotation for purchase of N-95 Mask and Infrared Thermometer,110Inviting Quotation for purchase of N-95 Mask and Infrared Thermometer,Bihar Health Services,General,Bihar Health Services,http://statehealthsocietybihar.org/shs/tenders/2020/Letter No-8240 Dated-07.02.2020.pdf,,,,INR,Goods,,Bihar,Bihar,,,2026-03-04 11:25:56.119866,open,50,,2026-03-04 10:12:48.642186,2026-03-04 11:25:56.119866
